,name,indices,number_of_questions,is_human,gender
9030,Machiavelli,[96283],1,True,male
9031,Machu Picchu,"[1636, 33183, 41121, 61002, 95523, 117331, 119626, 140049, 172599, 246308, 254916, 276039, 299308, 313102, 315262, 322204, 326338, 342702, 348554]",19,False,
9032,Mack Sennett,"[171403, 8735, 12818, 23123, 57872, 65814, 67476, 119942]",8,True,male
9033,Macy Gray,"[116130, 140524]",2,True,female
9034,Madalyn Murray O'Hair,"[170681, 94270]",2,True,female
9035,Madama Butterfly,"[40212, 90073, 197573, 280608]",4,False,
9036,Maddie Hayes,[136836],1,False,
9037,Madeleine,[254803],1,False,
9038,Madeleine Albright,"[216543, 265337, 331074, 69954, 72896, 73061, 83310, 89380, 102826, 120757, 123832, 134332, 138857, 159809, 161951, 172249, 185449, 190876, 193173, 226462, 287039, 300957, 312283, 317652, 322268, 93341, 89485]",27,True,female
9039,Madeleine L'Engle,"[159685, 177711, 258643, 266175, 279449]",5,True,female
9040,Madeline Albright,"[282230, 240564]",2,True,female
9041,Madeline Kahn,"[6092, 116536]",2,True,female
9042,Madison,"[53815, 84875, 3082, 11844, 17106, 23692, 38265, 41446, 46306, 51622, 56869, 61097, 61964, 62918, 67068, 148183, 158364, 168155, 171218, 173613, 178039, 179631, 183096, 185452, 188800, 197932, 204166, 207591, 224965, 228782, 230614, 232992, 233735, 241696, 250945, 254799, 255788, 258032, 261503, 267298, 268453, 289048, 289917, 299381, 301732, 304545, 306429, 311303, 311985, 323293, 324882, 328031, 329006, 333915, 337188, 341864, 348039, 36839, 83679, 167050, 264510, 339162, 344632]",63,False,
9043,Madison Wisconsin,"[54759, 137444, 13355, 31982, 56548, 99239, 202291, 278402]",8,False,
9044,Madonna,"[27349, 31619, 32540, 34442, 40944, 42758, 43902, 48455, 49965, 58429, 60170, 60566, 60711, 62932, 64161, 65288, 66321, 69323, 69379, 76433, 80179, 82901, 85014, 87910, 87971, 88229, 91743, 93446, 94063, 94318, 98113, 99383, 100298, 101836, 102940, 105219, 109162, 112089, 115610, 116063, 117895, 118903, 119318, 119996, 120771, 122757, 123296, 127883, 128962, 131534, 139148, 141169, 141520, 149247, 157875, 159948, 169963, 175794, 181009, 188498, 191674, 194985, 198333, 199729, 201329, 210973, 214571, 214817, 215736, 217040, 219818, 221024, 222034, 228057, 229492, 230113, 242188, 256130, 258358, 262546, 263435, 265391, 266689, 272371, 276430, 280657, 283794, 285001, 286579, 288699, 290646, 296593, 298340, 312612, 324734, 328291, 335982, 338416, 340218, 348380, 37618, 223259, 50874]",103,True,female
9045,Madrigal,[32980],1,False,
9046,Mae Jemison,[61860],1,True,female
9047,Maeve Binchy,"[70489, 89821, 110492, 117969, 120038, 269357]",6,True,female
9048,Magaret Truman,[205547],1,False,
9049,Maggie,"[36858, 88031, 136820, 141143]",4,False,
9050,Maggie Johnson,[91896],1,False,
9051,Maggie May,"[12824, 37147, 199221, 252007]",4,False,
9052,Maggie Simpson,[227837],1,False,female
9053,Maggie Smith,"[199187, 253067, 28025, 55559, 108764, 122311, 148932, 232611, 281260, 348731, 330101]",11,True,female
9054,Maggie Thatcher,[167047],1,True,female
9055,Magic Johnson,"[71481, 338888, 45702, 137008, 198711, 206064, 211197, 225923, 229301, 237263, 240172, 295759, 300956, 347271, 305930]",15,True,male
9056,Magic Marker,"[32534, 192381]",2,False,
9057,Magic Mike,"[291724, 298566, 348616]",3,False,
9058,Magilla Gorilla,"[9867, 47217, 74011, 81160, 219849]",5,False,
9059,Magna Carta,"[23933, 25963, 34746, 44460, 55443, 63752, 65727, 89839, 101521, 109828, 118791, 145715, 210882]",13,False,
9060,Magnums,[111387],1,False,
9061,Magoo,"[9865, 76320, 195352, 242662]",4,False,
9062,Magorium,"[346121, 288264]",2,False,
9063,Magritte,"[153249, 177523, 185900, 230931, 324914]",5,True,male
9064,Mah Jongg,"[71891, 164086]",2,False,
9065,Mahalia Jackson,"[87772, 158935, 190828, 225924, 295024]",5,True,female
9066,Mahatma,"[131893, 324063]",2,False,
9067,Mahatma Gandhi,"[157288, 178177, 196208, 296968, 150412, 845, 1061, 11880, 21212, 27864, 45030, 59311, 60415, 65425, 68112, 82716, 83741, 88278, 90986, 92507, 101271, 103071, 107592, 118447, 119668, 137735, 153737, 160520, 184886, 309659, 319131, 331542]",32,True,male
9068,Mahler,[192555],1,True,male
9069,Mahmoud Abbas,[155601],1,True,male
9070,Mai Tai,[101571],1,False,
9071,Maid,"[73312, 120690, 78646, 99292, 110080, 188678, 229632, 280980, 232152, 9236]",10,False,
9072,Maid Marian,"[60747, 103236, 105717, 235792]",4,False,female
9073,Maid Marion,[169895],1,False,female
9074,Maida Heatter,[170184],1,True,female
9075,Maigret,[69781],1,False,male
9076,Main Line,[304366],1,False,
9077,Maisel,[340465],1,False,
9078,Maisy,[267693],1,False,
9079,Mako,[103174],1,True,female
9080,Malala Yousafzai,[303599],1,True,female
9081,Malaprop,"[91621, 182120, 325936]",3,False,
9082,Malawi,"[173988, 197810, 203073, 236556]",4,False,
9083,Malcolm,"[24879, 52492, 148930, 163242, 198498, 261773, 268886, 298155, 305865, 327238, 344566, 345194, 110050, 219786, 122637, 126336, 184835, 197559, 206017, 218793, 224004, 299412, 317708]",23,False,
9084,Malcolm Forbes,"[248491, 22158, 31252, 43786, 67021, 143144]",6,True,male
9085,Malcolm Gladwell,"[314796, 266979, 284402]",3,True,male
9086,Malcolm Little,[229903],1,True,male
9087,Malcolm Malcolm,[111935],1,False,
9088,Malcolm McDowell,[143146],1,True,male
9089,Malcolm Scott Carpenter,[21220],1,True,male
9090,Malcolm Wallop,[43097],1,True,male
9091,Malcolm X,"[229903, 9592, 16826, 28892, 40203, 45840, 47753, 68113, 68747, 78724, 79859, 87225, 97036, 97467, 99755, 101494, 112499, 115606, 120944, 123457, 129464, 131514, 140038, 141487, 143143, 150169, 151223, 154140, 161741, 174784, 176357, 176850, 184758, 185497, 187325, 194038, 195244, 207196, 209992, 225758, 226837, 248827, 252978, 259282, 265907, 270200, 273659, 298733, 304764, 309275, 311440, 313439, 324324, 332459, 338340, 342314, 167687, 68471]",58,True,male
9092,Malfoy,[184864],1,False,male
9093,Mali,"[69659, 74568, 78530, 108499, 134389, 135913, 172404, 229344, 245224, 274553, 288565, 317114, 285352, 227791]",14,False,
9094,Malia Obama,[315673],1,False,
9095,Malibu Barbie,[98718],1,False,
9096,Mallard,[115036],1,False,
9097,Malmsey,[260058],1,False,
9098,Malvinas,"[102926, 119347]",2,False,
9099,Mamas,"[150305, 294597, 152356, 304721, 285049]",5,False,
9100,Mame,"[169472, 244465, 300067, 17096, 32173, 103138, 135323, 141797, 30248, 39708, 43955, 46909, 50425, 55673, 95370, 117322, 125116, 154800, 247900, 345753, 9688]",21,False,
9101,Mame Auntie Mame,[44594],1,False,
9102,Mamie Eisenhower,"[282255, 26882, 37601, 47644, 49442, 54322, 56175, 76327, 85243, 98234, 105697, 124817, 135547, 167206, 188344, 241955, 253726, 262438, 33342]",19,True,female
9103,Mamie Van Doren,[30620],1,True,female
9104,Mamma Mia,"[217643, 269412, 163713, 178163, 216455, 219159, 220963, 225805, 227606, 234383, 235382, 255250, 265507, 311360, 335348, 337662, 339233, 143286, 173008]",19,False,
9105,Man Ray,"[49817, 140186, 192950, 205554, 211165, 253151]",6,True,male
9106,Manchester,"[18628, 67614, 69852, 72895, 152078, 173568, 197002, 199867, 229334, 264620, 310118, 323593, 347263, 330171]",14,False,
9107,Manchester United,"[187588, 109812, 269992, 294666, 307348, 318441, 323361, 346065]",8,False,
9108,Manchuria Manchukuo,[42373],1,False,
9109,Mandala,[74412],1,False,
9110,Mandarins,[66441],1,False,
9111,Mandela,"[229764, 236130, 292811, 308699, 315125, 319563, 333711, 338171]",8,True,male
9112,Mandolin,"[34472, 56826, 119783]",3,False,
9113,Mandy Moore,"[160779, 202500, 229786, 322499]",4,True,female
9114,Mandy Patinkin,"[30886, 91936, 104504, 237873, 265707, 337709]",6,True,male
9115,Manfred Mann,"[9763, 31082]",2,False,
9116,Manfred von Richthofen,"[60952, 68598, 100818, 96594, 111541, 276046, 330542]",7,True,male
9117,Mange Megan,[49286],1,False,
9118,Manger Square,[77628],1,False,
9119,Maniacs,[126507],1,False,
9120,Mann,[218387],1,False,
9121,Mann The Isle of Man,[34152],1,False,
9122,Mannix,"[120580, 146047]",2,False,
9123,Manny Pacquiao,[277145],1,True,male
9124,Manny Ramirez,"[227796, 235085, 278719, 330438]",4,True,male
9125,Manolo Blahnik,"[262641, 210153, 304676, 328554, 340940]",5,True,male
9126,Manolo Blahniks,[158430],1,True,male
9127,Mantilla,"[82004, 95165]",2,False,
9128,Manuel,[275765],1,False,
9129,Manuel Lujan,[42304],1,True,male
9130,Manuel Noriega,"[185927, 247995, 277787, 342457, 28329, 36338, 56970, 58507, 61798, 70323, 79237, 88206, 93304, 107381, 108347, 112935, 121853, 122508, 145053, 177335, 224664, 240610, 304927]",23,True,male
9131,Manuel Noriega Panama,[31767],1,True,male
9132,Manuel Puig,[302245],1,True,male
9133,Mao,"[227409, 281867, 309661, 323516, 30240, 3365, 112071, 169817, 170172, 205853, 207023, 211732, 218810, 222332, 237065, 240127, 252351, 255106, 259757, 301121, 306898, 334445, 98838]",23,True,male
9134,Mao Tse-Tung,[324153],1,True,male
9135,Mao Tse-Tung & Chou En-Lai,[4721],1,True,male
9136,Mao Tse-tung,"[257351, 297322, 3644, 11296, 29781, 45011, 48120, 50355, 51658, 58958, 59791, 60651, 62665, 69434, 70841, 72866, 76822, 84395, 88142, 92150, 99807, 100201, 105938, 109218, 109442, 110052, 113218, 117317, 130041, 134882, 149681, 152696, 177318, 180496, 186304, 223497, 223997, 226776, 235820]",39,True,male
9137,Mao Zedong,"[163581, 14096, 42859, 133118, 179254, 190312, 199333, 214114, 219115, 311413, 315644]",11,True,male
9138,Maple Leaf Gardens,[78550],1,False,
9139,Mapplethorpe,[321016],1,True,male
9140,Maracaibo,"[56959, 136228, 149127, 161564, 224658, 283518]",6,False,
9141,Maracana,[289896],1,False,
9142,Marc,[106471],1,False,
9143,Marc Anthony,"[122460, 194421, 217148, 253337, 347058]",5,True,male
9144,Marc Antony,"[12046, 32473, 33165, 43147, 44348, 107305, 161649, 163007, 204588, 210972, 225170, 269241, 287343, 315047, 347895]",15,True,male
9145,Marc Chagall,"[192443, 269408, 328004, 63429, 67801, 85935, 88779, 106224, 117340, 133294, 135191, 150953, 153969, 165185, 200416, 228093, 241922, 262067, 283188, 283969, 299814, 316381, 329879]",23,True,male
9146,Marc Cherry,[311964],1,True,male
9147,Marc Jacobs,"[227486, 245120, 252495, 300215]",4,True,male
9148,Marc Maron,"[319818, 302054]",2,True,male
9149,Marcia,[334930],1,False,
9150,Marcia Brady,"[66986, 158077, 212637]",3,False,
9151,Marcia Clark,"[80687, 104155, 213134, 262938, 317126, 325185]",6,True,female
9152,Marcia Cross,[187423],1,True,female
9153,Marcia Gay Harden,[154041],1,True,female
9154,Marco Polo,"[6552, 8323, 15394, 17299, 18327, 19325, 30410, 31855, 36017, 36643, 42473, 43108, 45008, 60414, 65076, 65456, 69873, 74440, 79525, 91062, 98295, 105394, 105845, 110148, 111396, 112096, 119649, 120365, 129989, 130244, 136339, 151334, 152909, 154732, 177588, 187276, 211067, 211475, 213816, 214892, 218323, 224290, 227587, 229862, 244335, 248268, 252918, 255845, 261642, 278303, 287220, 292146, 304733, 306937, 307536, 312438, 319514, 327196, 331308, 342605, 345113, 154424, 6566]",63,True,male
9155,Marco Rubio,"[245519, 314777, 322291, 268214]",4,True,male
9156,Marcos,"[25851, 38390, 50884, 221354, 238638, 181005]",6,False,
9157,Marcus Allen,"[23290, 131491, 136451, 192413]",4,True,male
9158,Marcus Marx,[130278],1,False,
9159,Marcus Reno,[244297],1,True,male
9160,Mardi Gras,"[127174, 8151, 39640, 46615, 49638, 56006, 63632, 80343, 93536, 151627, 164771, 191758, 208619, 222111, 246717, 250348, 269663, 309539, 317798, 345470, 224909]",21,False,
9161,Mardi Gras Fat,[149798],1,False,
9162,Margaret,"[122011, 291958, 213943, 96845, 111681, 212982, 272010, 299083, 340129]",9,False,
9163,Margaret Atwood,"[199433, 278050, 52669, 61699, 78264, 81143, 125286, 132827, 179808, 212135, 216983, 261476, 329846, 340512]",14,True,female
9164,Margaret Bourke-White,"[40741, 42192, 56467, 60384, 69362, 79980, 163775]",7,True,female
9165,Margaret Chase,"[19267, 21348, 33237, 39593, 49360, 93816, 97210, 145957, 180266, 186674, 262093, 10438]",12,True,female
9166,Margaret Cho,"[334866, 53664]",2,True,female
9167,Margaret Dumont,"[86434, 182006]",2,True,female
9168,Margaret Hamilton,"[334864, 7458, 64790, 118762]",4,True,female
9169,Margaret Heckler,[56468],1,True,female
9170,Margaret Houlihan,[293598],1,False,
9171,Margaret Mead,"[224623, 234573, 316653, 342185, 7912, 17517, 19091, 29215, 47143, 52053, 56222, 62330, 66982, 94753, 110602, 123033, 128449, 136700, 140189, 155235, 156683, 168418, 173627, 207967, 222270, 289099, 292457, 308663]",28,True,female
9172,Margaret Mitchell,"[31827, 132176, 204874, 221265, 226459, 281694, 298529, 316737, 3307, 10082, 39951, 44405, 47672, 54065, 64139, 67576, 96597, 109571, 130124, 140371, 155008, 155232, 171779, 203154, 206484, 211869, 216591, 231044, 250797, 252503, 257692, 268839, 287620, 296693, 311569, 317971, 322790]",37,True,female
9173,Margaret Mitchell Gone,[127710],1,False,
9174,Margaret O' Brien,[56466],1,True,female
9175,Margaret O'Brien,[3235],1,True,female
9176,Margaret Rutherford,[21215],1,True,female
9177,Margaret Sanger,"[26296, 229686, 241372, 248142, 281503, 303494, 12363, 14892, 18830, 40981, 47096, 64838, 68755, 74800, 86499, 145146, 146932, 222271, 265129, 279935, 299250, 301689, 312080, 335687, 348790]",25,True,female
9178,Margaret Smith Court,[299223],1,True,female
9179,Margaret Spellings,[204731],1,True,female
9180,Margaret Thatcher,"[4680, 141356, 172537, 175638, 185915, 222269, 242562, 276814, 298849, 302227, 305555, 317129, 319311, 336300, 515, 7977, 10647, 24278, 28328, 32385, 40187, 46882, 47500, 49531, 51154, 56464, 58050, 60568, 64836, 66427, 66969, 71459, 73226, 76293, 76702, 81266, 83311, 85136, 92369, 93170, 93943, 96644, 97190, 98514, 101506, 104012, 106407, 107936, 116159, 118669, 119610, 142099, 159434, 161399, 169821, 173138, 174279, 179903, 182642, 190908, 194855, 204879, 210137, 226022, 228228, 233895, 246212, 247993, 253112, 260891, 272687, 278701, 281099, 288575, 289131, 312077, 320404, 323081, 339687, 348922]",80,True,female
9181,Margaret Trudeau,[235563],1,True,female
9182,Margaret Truman,"[189386, 18584, 23442, 29243, 30522, 39324, 51551, 56465, 60097, 73762, 97584, 125739, 143795, 160994, 166323, 181551, 221777, 259509]",18,True,female
9183,Margaret Whiting,[21771],1,True,female
9184,Margaret Wise Brown,[204411],1,True,female
9185,Marge Simpson,"[76828, 127608]",2,False,female
9186,Margherita,[342127],1,False,
9187,Maria,"[241603, 247707]",2,False,
9188,Maria Callas,"[265698, 5113, 40569, 48803, 55070, 55643, 61654, 78999, 84569, 90338, 92487, 98191, 100388, 143422, 147539, 160947, 166378, 181723, 189359, 203103, 213308, 219359, 240261, 313931, 321914, 347287]",26,True,female
9189,Maria Conchita Alonso,[86960],1,True,female
9190,Maria Full,[205130],1,False,
9191,Maria Luisa,[173026],1,False,
9192,Maria Mitchell,"[173397, 40196, 48153, 78249]",4,True,female
9193,Maria Montessori,"[18122, 212534, 314592, 566, 31100, 44590, 54370, 63472, 92655, 113363, 121368, 286188, 301966]",13,True,female
9194,Maria Ouspenskaya,[160950],1,True,female
9195,Maria Sharapova,"[167984, 178222, 208228, 225634, 273531, 300970, 306386]",7,True,female
9196,Maria Shriver,"[64090, 104293, 115612, 133124, 138755, 160946, 163273, 196008, 201580]",9,True,female
9197,Maria Tallchief,"[9785, 21142, 132797, 154349, 159544, 171184, 203914, 233271, 276830]",9,True,female
9198,Maria Theresa,"[33238, 33803, 40327, 43348, 56002, 64786, 65735, 68807, 72537, 90450, 110962, 111441, 160239, 198578, 205287, 278942, 291205, 297180, 317721]",19,True,female
9199,Maria Von Trapp,[294825],1,True,female
9200,Maria von Trapp,"[28905, 38963, 58769, 160949, 195768]",5,True,female
9201,Marian Anderson,"[25849, 38007, 39907, 49236, 59659, 79656, 123563, 147944, 149622, 162020, 170180, 187007, 187720, 189578, 246204, 323692]",16,True,female
9202,Mariana,[154237],1,False,
9203,Mariana Trench,[268658],1,False,
9204,Marianne Faithfull,"[214572, 232657, 314449]",3,True,female
9205,Marianne Moore,"[6157, 171180]",2,True,female
9206,Marie,"[12225, 36872, 145081, 197061, 271183, 22556, 41947, 154186, 316921, 347789, 279796]",11,False,
9207,Marie Antoinette,"[3283, 8142, 9613, 15020, 17600, 21217, 21793, 28839, 33761, 36116, 42805, 45226, 48113, 48798, 61473, 66484, 78592, 90913, 93279, 96620, 104631, 106949, 107181, 108915, 115675, 119493, 123909, 132184, 133266, 146447, 147500, 147681, 148992, 151438, 157419, 167636, 177900, 186270, 190594, 192183, 193243, 194332, 195587, 198313, 203142, 203781, 204683, 211759, 217200, 219114, 220351, 220553, 228935, 237370, 238933, 242500, 243847, 244865, 249134, 254173, 256566, 257895, 259956, 270350, 272435, 282535, 285284, 288908, 292251, 295322, 300118, 301618, 302664, 308391, 313392, 318004, 320406, 325724, 329791, 332316, 338580, 344698, 348125, 198455, 68680]",85,True,female
9208,Marie Byrd,[143131],1,False,
9209,Marie Cabrini,[22361],1,True,female
9210,Marie Callender,[185778],1,False,
9211,Marie Canals,[70721],1,False,
9212,Marie Celeste,[74290],1,True,female
9213,Marie Claire,[266837],1,False,
9214,Marie Curie,"[244258, 300924, 5736, 17022, 20486, 28673, 32756, 35838, 36988, 49290, 53207, 54673, 60552, 70892, 78157, 81366, 83049, 93314, 97964, 100499, 104919, 112593, 114065, 123007, 128818, 130623, 133307, 135484, 152937, 160021, 160791, 169711, 188160, 194693, 198336, 200442, 202424, 206880, 211849, 221992, 231635, 250026, 257867, 267396, 277684, 283586, 288765, 303389, 308660, 314073, 323050, 334049, 344341]",53,True,female
9215,Marie Kondo,[346675],1,True,female
9216,Marie Laveau,[244244],1,True,female
9217,Marie Louise,"[116206, 111440, 129539, 174534, 313054]",5,True,female
9218,Marie Osmond,"[20011, 23650, 29752, 51201, 71170, 145035, 158533, 204853, 208730, 246182]",10,True,female
9219,Marie Rogêt,[341524],1,False,
9220,Marie Tussaud,"[140628, 69790, 107897]",3,True,female
9221,Marie de Medici,[43049],1,True,female
9222,Marie de',[47364],1,True,female
9223,Marie-Louise,"[196570, 327433]",2,True,female
9224,Mariel,[124702],1,False,
9225,Mariel Hemingway,"[36257, 69539, 323319]",3,True,female
9226,Mariinsky,[284393],1,False,
9227,Marilu Henner,"[128111, 296705]",2,True,female
9228,Marilyn,[105442],1,False,
9229,Marilyn French,[291385],1,True,female
9230,Marilyn Manson,"[76281, 139329, 229287]",3,True,male
9231,Marilyn McCoo,"[22518, 38289, 143316]",3,True,female
9232,Marilyn Monroe,"[246863, 258468, 92422, 20, 716, 2571, 6720, 12172, 16782, 17508, 21290, 26029, 30026, 35154, 44425, 46766, 47692, 52140, 57002, 60236, 60496, 66681, 74722, 80877, 81188, 87345, 88387, 89451, 90220, 92213, 92893, 96587, 98247, 100162, 105684, 106045, 109163, 111917, 113051, 114846, 119308, 126584, 137301, 142489, 145512, 147609, 148180, 148225, 161699, 162271, 167253, 173629, 174603, 181839, 184714, 193567, 203401, 204026, 207457, 208580, 217980, 221016, 237642, 240563, 244347, 252491, 263802, 264952, 266414, 273323, 277801, 279600, 280447, 295599, 298126, 298322, 299885, 310435, 314195, 323983, 337526, 344370, 349268, 54671]",84,True,female
9233,Marilyn Monroe &,[159762],1,True,female
9234,Marilyn Quayle,"[32009, 35748, 40229]",3,True,female
9235,Marine Band,[20746],1,False,
9236,Mario Andretti,"[124025, 171133, 60388, 73679, 88773, 153293, 164535, 215696, 250091]",9,True,male
9237,Mario Batali,"[307940, 325203]",2,True,male
9238,Mario Cuomo,"[17568, 136245, 264260, 20377, 49158, 60329, 63127, 100784, 104168, 171134, 244699, 293465, 345360]",13,True,male
9239,Mario Lanza,"[115243, 171136]",2,True,male
9240,Mario Lemieux,"[217422, 65892, 71224, 74384, 109564, 110345, 115242, 145859, 154495, 156762, 171135, 322586]",12,True,male
9241,Mario Lopez,[284466],1,True,male
9242,Mario Puzo,"[18075, 54232, 54300, 68306, 171132, 172335, 180565, 211307, 224991, 268413, 271651, 303654, 26831, 37534, 58487, 62702, 78983, 103036, 115241, 136818, 198729, 276069, 290433, 333178, 150773]",25,True,male
9243,Mario Vargas,"[164604, 244368, 309394]",3,True,male
9244,Marion Barry,"[191651, 38812, 43935, 47188, 50284, 65142, 81833, 95939, 103829, 119918, 122281, 188297, 281650]",13,True,male
9245,Marion Barry Manilow,[120182],1,True,male
9246,Marion Cotillard,"[261701, 320518, 309465]",3,True,female
9247,Marion Crane,[176362],1,False,female
9248,Marion Lorne,[48065],1,True,female
9249,Marion Michael Morrison,[99870],1,True,male
9250,Marion Morrison,[100674],1,True,male
9251,Marion Ross,[107562],1,True,female
9252,Maris,[261953],1,False,
9253,Marisa Berenson,[16963],1,True,female
9254,Marisa Tomei,"[48932, 76342, 103690, 117860, 249151]",5,True,female
9255,Mariska Hargitay,"[216904, 205076, 276229, 320902, 328948, 345101]",6,True,female
9256,Marjorie Daw,[47519],1,True,female
9257,Marjorie Kinnan Rawlings,"[48235, 71876, 148119, 173923, 230497, 244070, 336074]",7,True,female
9258,Marjorie Lord,[26812],1,True,female
9259,Marjorie Main,[12741],1,True,female
9260,Marjorie Morningstar,"[11592, 109552, 247677]",3,False,
9261,Mark,"[114699, 123847, 216470, 139193, 169056]",5,False,
9262,Mark Anthony,"[155192, 208363, 227337]",3,False,
9263,Mark Antony,"[20954, 43452, 59008, 64987, 84786, 99198, 100992, 124386, 135267, 145433, 150542, 153330, 193975, 222987, 232649, 233906, 236624, 240623, 243487, 246145, 254305, 259347, 262451, 264926, 270230, 294671, 310121, 344180, 346902, 117967]",30,True,male
9264,Mark Bittman,[248656],1,True,male
9265,Mark Buehrle,[230068],1,True,male
9266,Mark Burnett,[209260],1,True,male
9267,Mark Clark,[76815],1,True,male
9268,Mark Consuelos,"[244716, 184781]",2,True,male
9269,Mark Cuban,"[281451, 122423, 201172, 214474, 237008, 262452]",6,True,male
9270,Mark David Chapman,[212654],1,True,male
9271,Mark Down,[136657],1,False,
9272,Mark Felt,"[185759, 235848, 262454]",3,True,male
9273,Mark Fidrych,"[277699, 125127]",2,True,male
9274,Mark Gastineau,[23920],1,True,male
9275,Mark Goodson,"[175654, 297960]",2,True,male
9276,Mark Goodson &,"[7453, 309052]",2,True,male
9277,Mark Hamill,"[313596, 30564, 39560, 60235, 81221, 85648, 90238, 101683, 281452, 76786]",10,True,male
9278,Mark Harmon,"[175656, 236550, 244870, 304743]",4,True,male
9279,Mark Hatfield,"[22471, 60176, 111200]",3,True,male
9280,Mark Hopkins,[335251],1,False,
9281,Mark Kelly,[258348],1,True,male
9282,Mark Knopfler,"[217194, 175658, 207191]",3,True,male
9283,Mark Lindsay,"[64708, 114539]",2,True,male
9284,Mark Linn-Baker,[133726],1,True,male
9285,Mark McGrath,"[245056, 123367, 169804]",3,True,male
9286,Mark McGwire,"[63093, 82509, 84165, 89456, 100911, 102417, 105048, 107433, 108464, 109774, 113967, 116407, 119403, 123604, 130820, 131874, 151025, 154288, 188155, 236820, 268715, 270205, 239844]",23,True,male
9287,Mark Messier,"[85649, 158910]",2,True,male
9288,Mark Phillips,[25857],1,True,male
9289,Mark Ronson,[306406],1,True,male
9290,Mark Rothko,"[236309, 328975, 85650, 106225, 113169]",5,True,male
9291,Mark Ruffalo,"[305954, 317262]",2,True,male
9292,Mark Russell,"[227338, 29209, 87363]",3,True,male
9293,Mark Sanchez,[229056],1,True,male
9294,Mark Sanford,"[231571, 259005, 280544]",3,True,male
9295,Mark Spitz,"[216955, 19241, 54354, 57680, 80589, 85106, 85647, 94796, 105098, 137064, 151682, 175655, 190779, 192286, 224683, 262201, 304953]",17,True,male
9296,Mark Twain,"[172536, 173390, 219650, 255599, 306107, 3050, 4377, 5362, 5689, 6110, 7290, 10308, 10651, 11152, 14656, 18774, 21785, 26856, 28856, 33009, 35662, 40445, 44053, 45696, 50770, 53809, 63895, 64826, 69373, 69425, 71153, 71815, 73228, 74787, 76235, 78060, 78955, 80285, 80678, 81310, 82115, 84876, 86572, 87052, 94782, 98788, 102353, 105552, 106978, 107792, 109239, 111056, 113116, 114133, 114561, 119242, 129049, 130141, 130732, 135776, 137933, 139151, 139821, 142472, 143445, 144593, 146307, 146556, 149939, 150239, 150654, 151315, 151419, 153222, 156682, 158263, 165903, 167003, 168732, 183630, 183978, 192185, 194359, 194652, 196984, 197308, 198020, 199869, 200285, 203039, 203421, 210653, 211454, 219833, 222690, 225554, 235198, 236627, 241911, 246580, 261609, 266548, 268213, 271609, 276584, 277126, 280331, 284457, 289903, 291406, 293595, 296349, 309160, 315318, 316774, 320185, 321009, 324560, 326116, 331104, 335179, 348250, 83567, 36420, 85646]",125,True,male
9297,Mark Van Doren,[156101],1,True,male
9298,Mark Wahlberg,"[225255, 239297, 245055, 263690, 80382, 201964, 268801, 312544, 331911]",9,True,male
9299,Mark Warner,"[330119, 262455, 320441]",3,True,male
9300,Mark Wilson,[29980],1,False,
9301,Mark Zuckerberg,"[253071, 274294, 300642, 324146, 262453, 264643, 298612, 303649, 341509]",9,True,male
9302,Markup Language,[204307],1,False,
9303,Markus Zusak,[333520],1,True,male
9304,Marky Mark,"[64400, 89071, 108312, 117394, 146893, 186997]",6,True,male
9305,Marky Mark Twain,[149572],1,False,
9306,Marla Maples,"[340943, 80242, 174344, 198348, 254379]",5,True,female
9307,Marlee Matlin,"[12617, 61775, 119539, 127410, 150090, 212270, 238491]",7,True,female
9308,Marlene,[4162],1,False,
9309,Marlene Dietrich,"[17510, 51931, 72175, 74784, 78540, 86798, 96625, 106903, 111857, 126393, 146744, 205666, 348599]",13,True,female
9310,Marley,"[175949, 200921, 243990, 275964, 330142, 337047]",6,True,male
9311,Marlin Perkins,"[25114, 32848, 101468, 141291, 193136, 243672]",6,True,male
9312,Marlins,"[87964, 123605, 238239, 157553, 89458, 136782, 332548, 171758]",8,False,
9313,Marlo Thomas,"[45457, 90457, 98717, 133126, 159012]",5,True,female
9314,Marlo Thomas Jefferson,[78215],1,True,female
9315,Marlo Thomas Pynchon,[99825],1,False,
9316,Marlon Brando,"[169298, 224325, 240608, 542, 7508, 12711, 23689, 28634, 64044, 92129, 96948, 107787, 111034, 113927, 149044, 163042, 177940, 185921, 204027, 212623, 222839, 259706, 289937, 311863, 320516, 67337, 294223]",27,True,male
9317,Marlowe,"[120763, 123755, 164065, 328164, 36790]",5,True,male
9318,Marnier,[107277],1,False,
9319,Marquis,"[29931, 5064, 87756]",3,False,
9320,Marquis de Lafayette,"[53480, 189440, 261321, 266314, 316369, 2320, 2643, 31856, 34291, 36604, 41893, 52291, 71158, 80627, 88830, 92204, 95356, 100021, 106110, 119861, 120137, 150411, 199808]",23,True,male
9321,Marquis de Sade,"[216059, 125285, 191181, 202017, 277184]",5,True,male
9322,Marquis de Sod House,[270347],1,False,
9323,Marsala,"[224731, 335330]",2,False,
9324,Marseillaise,"[330840, 285624]",2,False,
9325,Marshall,"[5099, 13170, 82159, 125514, 134081, 143450, 235450, 244171, 245836, 257245, 266646, 312307, 328844, 344547, 284246, 269415]",16,False,
9326,Marshall Hap Arnold,[46765],1,True,male
9327,Marshall Matt Dillon,[238430],1,False,male
