,name,indices,number_of_questions,is_human,gender
11927,Roger Maris,"[94512, 202188, 219372, 30540, 133186, 6863, 63092, 94295, 110342, 136143, 136515, 149368, 162547, 193089, 293773]",15,True,male
11928,Roger Miller,"[19370, 64706, 86201, 105311, 128364, 160329, 193092, 277655, 15631]",9,True,male
11929,Roger Miller King,[32079],1,True,male
11930,Roger Moore,"[3654, 6153, 67956, 69587, 118443, 155119, 171178, 197230, 208672, 242690, 331555]",11,True,male
11931,Roger Mudd,"[17285, 22026, 108132, 209905]",4,True,male
11932,Roger Rabbit,"[21186, 26170, 42450, 154451, 223290, 278687, 321241, 324068, 24618, 32260, 34216, 73368, 74274, 92225, 95624, 219105, 222335, 234109, 239711]",19,False,male
11933,Roger Smith,"[209906, 29346, 39591, 126359, 172811, 314400]",6,True,male
11934,Roger Staubach,"[184086, 20632, 98440, 236659, 317610, 224269]",6,True,male
11935,Roger Taney,"[111791, 143246, 154545, 209909]",4,True,male
11936,Roger Taylor,[322174],1,True,male
11937,Roger Tory Peterson,[74603],1,True,male
11938,Roger Vadim,"[136598, 215120]",2,True,male
11939,Roger WIlliams,[54263],1,True,male
11940,Roger Waters,[344394],1,True,male
11941,Roger Williams,"[163625, 195394, 302320, 325419, 22933, 26286, 43157, 67829, 67959, 87439, 92871, 96609, 97537, 109544, 113955, 130335, 132322, 153453, 202934, 210650, 215122, 231438, 245739, 266603, 284511, 289417, 300733, 313408, 318832, 171624]",30,True,male
11942,Roger Zelazny,[172813],1,True,male
11943,Rogers,"[18947, 89975, 106886, 130802, 192205, 220870, 242659, 275582, 298581, 132954, 121345, 138590, 48602, 127221, 238055, 349072, 81087, 212995]",18,False,
11944,Rogers Hornsby,"[7431, 124482]",2,True,male
11945,Roland,[95202],1,True,male
11946,Roland Garros,[309264],1,False,
11947,Roland Garros Stadium,[214591],1,False,
11948,Rolex,"[15682, 55238, 137662, 172685, 217339, 243833, 272066, 291833, 305382, 325777, 335724]",11,False,
11949,Roma Downey,"[147856, 327937]",2,True,female
11950,Roman,[120693],1,False,
11951,Roman Bowman,[64153],1,False,
11952,Roman Polanski,"[35742, 126026, 179073, 210115, 311510, 63782, 74098, 80437, 92697, 118455, 132598, 139701, 143599, 157783, 186004, 199958, 203544, 214151, 270709, 292980, 7811]",21,True,male
11953,Romance Cameron,[34623],1,True,male
11954,Romanov,"[17799, 44599, 53618, 86936, 158280, 226772, 253368, 265748]",8,False,
11955,Romanovs,"[88149, 104885, 13898, 45132, 93283, 154162, 204776, 210090, 210985, 225914, 261837, 303023, 321699, 327743, 345474, 183102]",16,False,
11956,Romany,[321001],1,False,
11957,Rome Burns,[31802],1,True,male
11958,Rome Ne,[199182],1,False,
11959,Romeo,"[48355, 302539]",2,False,male
11960,Romeo Moore,[83528],1,False,
11961,Romeo Void,[235490],1,False,
11962,Ron,[253414],1,False,
11963,Ron Artest,"[191048, 254872]",2,True,male
11964,Ron Brown,"[63769, 87941]",2,True,male
11965,Ron Burgundy,"[178879, 223516, 283755, 290666, 331455, 336552, 343300, 344959, 301534]",9,False,
11966,Ron Cey,[186033],1,True,male
11967,Ron Chernow,[332351],1,True,male
11968,Ron Dayne,[118131],1,True,male
11969,Ron Ely,[29094],1,True,male
11970,Ron Harris,[7264],1,False,
11971,Ron Howard,"[172175, 20053, 31415, 52621, 55557, 68163, 74304, 81324, 92901, 107943, 120701, 125755, 126611, 140583, 169214, 203540, 208956, 219190, 224693, 226920, 228280, 241215, 278556, 316699, 335187, 337347, 344791]",27,True,male
11972,Ron Howard & Andy Griffith,[186845],1,True,male
11973,Ron Jaworski,[171645],1,True,male
11974,Ron Kovic,"[119296, 130226, 165898, 257829, 312192]",5,True,male
11975,Ron Lauder,[27988],1,True,male
11976,Ron LeFlore,[121074],1,True,male
11977,Ron Moody,[13779],1,True,male
11978,Ron Paul,"[210574, 219279, 251582, 287040]",4,True,male
11979,Ron Perelman,[177004],1,True,male
11980,Ron Perlman,[21705],1,True,male
11981,Ron Popeil,"[336444, 174440, 268233, 285005]",4,True,male
11982,Ron Reagan,[17945],1,True,male
11983,Ron Silver,[62362],1,True,male
11984,Ron Weasley,"[250017, 252067, 279965, 293001, 310842, 313542, 332746]",7,False,male
11985,Ron Wood,"[154777, 209075]",2,True,male
11986,Ron Wyden,[190506],1,True,male
11987,Rona Barrett,[139207],1,True,female
11988,Ronald Colman,[90347],1,True,male
11989,Ronald McDonald,"[27613, 98883, 123030, 132896, 175453, 250554, 269312, 289521, 329166]",9,False,male
11990,Ronald McDonald House,[210858],1,False,
11991,Ronald McDonald Houses,"[222467, 331412]",2,False,
11992,Ronald McDonald Trump,[263273],1,False,
11993,Ronald Reagan,"[19575, 48822, 158706, 18195, 236495, 95427, 314471, 914, 2377, 2991, 4933, 6777, 9328, 9413, 10102, 12928, 13515, 15692, 16064, 20877, 21266, 24269, 28368, 29437, 29768, 32064, 33824, 33917, 42225, 47034, 49029, 49891, 50026, 50259, 50323, 52242, 52651, 52739, 53925, 56035, 56968, 58108, 59349, 59485, 61211, 61868, 69209, 75529, 75653, 78069, 80360, 80768, 82399, 83198, 85845, 86246, 87939, 89059, 91607, 93695, 94090, 94457, 95087, 95119, 96444, 98823, 99169, 99384, 100172, 101203, 101677, 102446, 104167, 104987, 107022, 109290, 112802, 113176, 113882, 117218, 117499, 117692, 118237, 118922, 120685, 122558, 124534, 124950, 125738, 129978, 130946, 136562, 138457, 139713, 143815, 144248, 145568, 146398, 146648, 148206, 152117, 155015, 156745, 159168, 161067, 167524, 168814, 169923, 172872, 175381, 178360, 181400, 181957, 183972, 184983, 185912, 187543, 190518, 191366, 191984, 193134, 194318, 195621, 199954, 202111, 202312, 203427, 207118, 209159, 213065, 213812, 214891, 217229, 218835, 219830, 222015, 226826, 227833, 230276, 234039, 235297, 236072, 237212, 242558, 246506, 249046, 251844, 257585, 259061, 265163, 273087, 275258, 279360, 285944, 287036, 294440, 296029, 302518, 305545, 324403, 328029, 341856, 343592, 271391, 149315, 31038, 106180, 41123, 24475, 106720]",170,True,male
11994,Ronald Reagan &,"[88203, 128166, 194853, 271393]",4,True,male
11995,Ronald Reagan Jr.,[252863],1,True,male
11996,Ronald Weasley,[127210],1,False,male
11997,Ronald Wilson Reagan,"[77181, 146024, 163791]",3,True,male
11998,Ronan Farrow,[334471],1,True,male
11999,Ronco,[144866],1,False,
12000,Ronda Rousey,"[306387, 313929, 324348]",3,True,female
12001,Ronnie Dunn,[243347],1,True,male
12002,Ronnie Lott,[122714],1,True,male
12003,Ronnie Racehorse,[138348],1,True,male
12004,Ronnie Spector,[120588],1,True,female
12005,Rookie,"[73218, 225213]",2,False,
12006,Rookie Blue,[265300],1,False,
12007,Roone Arledge,"[26309, 31492]",2,True,male
12008,Rooney,[192220],1,True,male
12009,Roosevelt,[298114],1,True,male
12010,Roosevelt Grier,[15444],1,True,male
12011,Rooster Cogburn,"[65772, 101671, 207841, 213252, 293826]",5,False,
12012,Rorschach,"[346803, 41693, 321707]",3,False,
12013,Rory McIlroy,"[297741, 272843]",2,True,male
12014,Rosa,[242771],1,False,
12015,Rosa Luxembourg,[13160],1,True,female
12016,Rosa Parks,"[245602, 259896, 339151, 7834, 12998, 44693, 46489, 54492, 66121, 83646, 88007, 102963, 109851, 111024, 124176, 144068, 156818, 184286, 192890, 193630, 204856, 208885, 209587, 216603, 217787, 225596, 228435, 268278, 273916, 279755, 283552, 298550, 307866, 323515, 330667, 343397]",36,True,female
12017,Rosalind Russell,"[11277, 20641, 31232]",3,True,female
12018,Rosalynn,[235693],1,True,female
12019,Rosalynn Carter,"[221510, 257826, 337881, 1764, 9674, 15443, 38715, 45959, 46606, 48879, 51380, 52707, 53174, 68560, 84758, 106904, 108059, 114062, 116749, 170759, 172202, 181232, 182083, 187810, 193324, 302677, 316183]",27,True,female
12020,Rosalynn Smith Carter,[75427],1,True,female
12021,Rosanne Cash,"[4727, 23639, 78373, 240116]",4,True,female
12022,Rose Bush,[107838],1,False,
12023,Rose Fitzgerald Kennedy,"[21543, 170276]",2,True,female
12024,Rose Hips,[29089],1,False,
12025,Rose Kennedy,"[31079, 60357, 99876, 134217, 154703, 168690, 229743, 233085]",8,True,female
12026,Rose Marie,"[9649, 12510, 189376]",3,True,female
12027,Rose Mary Woods,[108919],1,True,female
12028,Rose McGowan,[225274],1,True,non-binary
12029,Rose Nylund,[230213],1,False,female
12030,Rose Red,"[57286, 135748]",2,False,
12031,Rose Rose Kennedy,[143728],1,True,female
12032,Roseanne Arnold,"[48018, 49419]",2,True,female
12033,Roseanne Barr,"[319816, 27058, 32773, 79768, 95081, 97444, 177487, 213254]",8,True,female
12034,Roseanne Connor/Roseanne Barr,[111531],1,False,female
12035,Rosemary,[261272],1,False,
12036,Rosemary Clooney,"[80986, 99243, 107015, 112927, 146993, 159613, 164164, 208734, 5482]",9,True,female
12037,Rosemary Kennedy,[192530],1,True,female
12038,Rosemary Rogers,[32513],1,True,female
12039,Rosemary Woods,[163783],1,True,female
12040,Rosenberg,[97254],1,False,
12041,Rosetta Stone,"[23042, 26604, 113753]",3,False,
12042,Rosetta Stone Phillips,[99352],1,False,
12043,Rosh Hashanah,"[41768, 69500, 76624, 82056, 117837, 166560, 178102, 267209, 307513, 322355]",10,False,
12044,Rosie,"[189622, 12509, 127990, 217184, 254267, 274694, 302526, 309483, 77848]",9,False,
12045,Rosie Cheeks,[182074],1,False,
12046,Rosie O'Donnell,"[49877, 64566, 71898, 73790, 78250, 83114, 88597, 96009, 122908, 128968, 140891, 143168, 158831, 211787, 253975, 328714]",16,True,female
12047,Rosie Perez,[139146],1,True,female
12048,Rosie Roosevelt Grier,[104502],1,True,male
12049,Rosie Ruiz,[30371],1,True,female
12050,Ross,"[11238, 134965, 307132, 326856, 349508]",5,False,
12051,Ross MacDonald,[151929],1,True,male
12052,Ross Perot,"[54677, 136106, 176260, 191041, 217008, 222548, 45400, 45869, 46604, 47122, 55173, 57103, 74368, 79725, 161016, 175446, 177055, 187212, 201406, 203948, 208579, 307253]",22,True,male
12053,Rossini,"[8598, 19210, 51420, 56355, 64965, 81466, 103028, 124034, 134231, 172617, 202035, 211073, 227434, 231437, 282141, 309689, 347173]",17,True,male
12054,Roth,"[327620, 286352, 90077, 224304]",4,False,
12055,Rothko,[146708],1,True,male
12056,Rothschild,"[23905, 160365, 286983, 305559, 307351, 337951, 141005]",7,False,
12057,Rothschilds,"[56001, 78244, 246544, 275428, 279815]",5,False,
12058,Rotten Tomatoes,[323786],1,False,
12059,Rotterdam,"[26194, 45113, 50395, 62758, 64726, 97394, 97844, 113166, 130785, 172639, 280243]",11,False,
12060,Rotunda,"[83011, 340114]",2,False,
12061,Roulette,[255138],1,False,
12062,Roussel Uclaf,[119818],1,False,
12063,Rowan Atkinson,"[270269, 92060]",2,True,male
12064,Roxanne,"[60995, 71752, 108646, 125635, 149442, 201428]",6,False,
12065,Roxanne Pulitzer,"[19017, 37347]",2,True,female
12066,Roy,"[56316, 67921, 80448, 89112, 119001, 131193, 180934, 96556, 251237]",9,False,
12067,Roy Bean,"[194202, 22316, 26394, 31096, 56291, 59884, 84103, 94775, 115011, 120150, 125029, 140037, 258947, 326056, 3397, 49886, 69128, 161837, 269129, 291985]",20,True,male
12068,Roy Campanella,"[311322, 334908, 20012, 69289]",4,True,male
12069,Roy Clark,"[3742, 101025]",2,True,male
12070,Roy Cohn,"[27087, 281459]",2,True,male
12071,Roy Emerson,"[115079, 295338]",2,True,male
12072,Roy Jacuzzi,[125919],1,False,
12073,Roy Lichtenstein,"[174802, 69311, 85630, 87447, 150074, 177522, 249646]",7,True,male
12074,Roy Orbison,"[293283, 79595, 27348, 49204, 58896, 98230, 108991, 119620, 134073, 148491, 232654, 253204, 263446, 279827, 326449]",15,True,male
12075,Roy Rogers,"[10059, 12458, 36319, 46086, 48902, 53969, 73601, 78068, 88635, 90174, 96532, 119622, 121751, 126743, 129848, 234307, 45173, 281307]",18,True,male
12076,Roy Scheider,"[80050, 156732, 211678]",3,True,male
12077,Royal Albert Hall,"[25494, 302999]",2,False,
12078,Royal Doulton,"[29418, 124903, 318262]",3,False,
12079,Royal Gorge,"[40369, 115892, 297297]",3,False,
12080,Royal Observatory,[120592],1,False,
12081,Rub,[320590],1,False,
12082,Rube Goldberg,"[225065, 27802, 44443, 49642, 79797, 105250, 298254]",7,True,male
12083,Rubens Rosetti Rauschenberg,[109051],1,,
12084,Ruby Dee,"[12882, 20239, 77517, 90897, 163092, 215569, 291492]",7,True,female
12085,Ruby Keeler,"[14375, 18682, 25625, 28606, 163090]",5,True,female
12086,Ruby Ridge,[94414],1,False,
12087,Rudi Gernreich,"[2130, 117193, 144785, 209483]",4,True,male
12088,Rudolf,"[108807, 320235]",2,False,
12089,Rudolf Abel,"[29429, 4953]",2,True,male
12090,Rudolf Bing,"[30478, 51073]",2,True,male
12091,Rudolf Diesel,"[40255, 286813, 87590, 188406, 294529, 349463]",6,True,male
12092,Rudolf Friml,"[32709, 37335]",2,True,male
12093,Rudolf Hess,"[173316, 32707, 65616, 79931, 88259, 91064, 149994, 177256, 197789, 287758]",10,True,male
12094,Rudolf Nureyev,"[132795, 17802, 28510, 32706, 34938, 60570, 84372, 93874, 98009, 118653, 233628]",11,True,male
12095,Rudolph Bing,[90550],1,True,male
12096,Rudolph Diesel,[169714],1,True,male
12097,Rudolph Giuliani,"[84673, 90546, 138873, 145303, 149714, 197554]",6,True,male
12098,Rudolph Hess,[7071],1,True,male
12099,Rudolph The Red-nosed,[263069],1,False,male organism
12100,Rudolph Valentino,"[23276, 32705, 56493, 59971, 64532, 73295, 86999, 90547, 111494, 140871, 207142, 295254]",12,True,male
12101,Rudy,"[133927, 176991, 202232, 259591, 283776, 311707, 248494]",7,False,
12102,Rudy Giuliani,"[200658, 219276, 239021, 269005, 177789, 201235, 209860, 213910, 332728]",9,True,male
12103,Rudy Vallee,[50599],1,True,male
12104,Rudy Vallée,[54732],1,True,male
12105,Rudyard Kipling,"[7750, 16226, 45914, 50831, 55025, 70698, 88819, 164717, 213383, 229934, 232717, 244189, 277122, 288033, 295904, 314408, 2516, 8776, 11343, 21196, 22713, 27321, 28019, 28887, 32036, 34209, 38370, 40152, 45280, 55331, 56488, 57328, 59982, 65634, 68305, 71317, 74258, 78435, 82280, 82836, 95367, 98809, 130181, 158249, 165572, 167916, 175805, 176340, 200118, 216554, 221889, 225766, 239672, 248590, 262355, 283244, 293615, 306057, 332008, 341192, 115857]",61,True,male
12106,Rue,"[341848, 36654, 63730, 113582, 134323, 302162]",6,False,
12107,Rue McClanahan,"[46912, 100913, 121572]",3,True,female
12108,Rue Morgue,[108158],1,False,
12109,Ruffed Grouse,[63009],1,False,
12110,Ruggero Leoncavallo,"[114674, 148052]",2,True,male
12111,Ruggiero Leoncavallo,[92404],1,True,male
12112,Rum,"[31260, 49881, 58402, 70638, 71733, 78363, 78826, 87121, 92102, 106606, 110079, 114772, 115275, 262079]",14,False,
12113,Rumpelstiltskin,"[17721, 23786, 53593, 76592, 96798, 101987, 115641, 118107, 147623, 160678, 237322, 254533, 327226, 340714]",14,False,
12114,Rumsfeld,"[180548, 188296, 313316, 320232]",4,True,male
12115,Run,[286241],1,False,
12116,Run Lola Run,[115018],1,False,
12117,Runaround,[170926],1,False,
12118,Runaround Sue,[79136],1,False,
12119,Runneth Over\,[22929],1,False,
12120,Rupert,"[35360, 167335]",2,False,
12121,Rupert Brooke,[260162],1,True,male
12122,Rupert Grint,"[182182, 333979]",2,True,male
12123,Rupert Murdoch,"[23781, 214472, 233310, 326965, 146304, 1464, 11836, 23263, 25948, 63920, 80163, 91208, 101948, 125378, 138072, 142235, 151083, 191547, 215248, 250895, 263822, 331312]",22,True,male
12124,Rupi Kaur,[338118],1,True,female
12125,Rush Limbaugh,"[227349, 269006, 63805, 72221, 94462, 167765, 188831, 211003, 222898, 281012, 290276]",11,True,male
12126,Russ Feingold,"[302181, 320632, 342382, 126137, 245981]",5,True,male
12127,Russell,"[35364, 61259, 102344, 174999, 237653, 139195]",6,False,
12128,Russell Baker,"[44174, 31218, 52835, 89648, 173424, 188337]",6,True,male
12129,Russell Banks,[115725],1,True,male
12130,Russell Brand,"[327527, 241388, 253334, 256112, 296244, 322781]",6,True,male
12131,Russell Crowe,"[195657, 110366, 115805, 116580, 118355, 123243, 126718, 137107, 147494, 147706, 166459, 173112, 177323, 188411, 204384, 211337, 231203, 248285, 255011, 275829, 293242, 304984, 322783, 332956]",24,True,male
12132,Russell Johnson,"[122444, 244508]",2,True,male
12133,Russell Means,[12988],1,True,male
12134,Russell Simmons,[183034],1,True,male
12135,Russell Stover,"[200691, 320108]",2,True,male
12136,Russell Westbrook,"[315393, 338830]",2,True,male
12137,Russell Wilson,[326399],1,True,male
12138,Russian Roulette,[74486],1,False,
12139,Rusty,[102024],1,False,
12140,Ruta Bega,[110212],1,False,
12141,Ruth,"[11079, 62509, 132358, 156680, 176780, 202978, 9838, 29271, 50435, 76023, 79664, 91638, 93115, 119168, 130454, 132088, 143076, 149749, 150286, 156743, 158422, 175959, 181387, 200370, 203608, 229013, 230229, 246859, 247532, 248480, 266432, 287824, 298692, 302902, 321689, 327999, 340488, 182435, 303740, 323778, 114344, 175000, 193074, 150798, 222773]",45,False,
12142,Ruth Bader Ginsburg,"[348407, 79345, 166370, 55525, 62390, 76048, 89098, 93758, 100661, 110609, 160335, 194503, 208804, 226945, 282688, 290542, 304393, 321182, 328256, 331618, 344340, 55008]",22,True,female
12143,Ruth Bader Ginsburg &,[111274],1,True,female
12144,Ruth Bader Ginsburg Antonin,[113901],1,True,female
12145,Ruth Buzzi,[100659],1,True,female
12146,Ruth Cleveland,[153154],1,True,female
12147,Ruth Ginsburg,[176064],1,True,female
12148,Ruth Gordon,"[12495, 47022, 100660, 160361, 165463, 173060]",6,True,female
12149,Ruth Handler,[98720],1,True,female
12150,Ruth Reichl,[289652],1,True,female
12151,Ruth Rendell,"[91729, 84464, 103657, 209746]",4,True,female
12152,Ruth St. Denis,"[17345, 26743]",2,True,female
12153,Ruth Westheimer,"[21346, 30330, 31341, 17557, 22156, 42512, 66927, 74128, 100658, 174733, 224124]",11,True,female
12154,Rutherford B. Hayes,"[173805, 248789, 256474, 299382, 332282, 334309, 6137, 17493, 17711, 21040, 31878, 37964, 40129, 59066, 59739, 77457, 77917, 88692, 96909, 97990, 98397, 105318, 115177, 117056, 118882, 130914, 136832, 161769, 162275, 165404, 242564, 288657, 320152, 52654]",34,True,male
12155,Rutherford B. Hayes & James A. Garfield,[90307],1,False,
12156,Ryan,"[117912, 164246, 178169, 293556, 41116]",5,False,
12157,Ryan Braun,[258518],1,True,male
12158,Ryan Cabrera,[182184],1,True,male
12159,Ryan Gosling,"[315310, 260526, 268803, 279713, 317382, 333501, 324735]",7,True,male
12160,Ryan Howard,"[243452, 270206]",2,True,male
12161,Ryan Lewis,"[282702, 299234]",2,True,male
12162,Ryan Lochte,"[265667, 321948]",2,True,male
12163,Ryan Murphy,[346934],1,True,male
12164,Ryan O'Neal,"[12561, 65675, 78065, 99049, 281728]",5,True,male
12165,Ryan Phillippe,"[109626, 252397]",2,True,male
12166,Ryan Reynolds,"[237992, 246232, 265125, 279715, 295674, 326578, 346014, 348214]",8,True,male
12167,Ryan Seacrest,"[200950, 162906, 167767, 271851]",4,True,male
12168,Ryan Sheckler,[216794],1,True,male
12169,Ryan White,[186015],1,True,male
12170,Ryman Auditorium,"[140289, 316740]",2,False,
12171,Rául Castro,[293913],1,True,male
12172,Rémy Martin,[285537],1,False,
12173,Río de la Plata,"[248703, 299330]",2,False,
12174,S'il,[97399],1,False,
12175,S. Epatha Merkerson,[252817],1,True,female
12176,S.C. Johnson,[148420],1,False,
12177,S.S. Kresge,"[142236, 145212]",2,True,male
12178,S.S. Minnow,[122440],1,False,
12179,SAG,[264702],1,False,
12180,SOS Morse,[26685],1,False,
12181,SPAD,[18745],1,False,
12182,Saarinen,"[62941, 104508, 120778, 173963, 290758]",5,True,male
